1,39.9242
2,39.9242
3,39.9242
4,39.9242
5,39.9345
6,39.9345
7,39.9345
8,39.9345
9,39.9345
10,40.007
11,40.007
12,40.007
13,40.007
14,40.007
15,40.007
16,40.1202
17,40.1202
18,40.1202
19,40.1202
20,40.0846
21,40.0846
22,40.0846
23,40.0846
24,40.0846
25,40.0846
26,40.0846
27,40.0318
28,40.0318
29,40.0318
30,40.0318
31,39.9854
32,39.9854
33,39.9854
34,39.9854
35,39.9854
36,39.9854
37,39.8562
38,39.8562
39,39.8562
40,39.8562
41,39.9344
42,39.9344
43,39.9344
44,39.9344
45,39.9344
46,39.9344
47,39.9954
48,39.9954
49,39.9954
50,39.9954
51,39.9954
52,40.0696
53,40.0696
54,40.0696
55,40.0696
56,40.0696
57,40.0696
58,40.0828
59,40.0828
60,40.0828
61,40.0828
62,39.9477
63,39.9477
64,39.9477
65,39.9477
66,39.9477
67,39.9477
68,39.8872
69,39.8872
70,39.8872
71,39.8872
72,39.8872
73,39.9734
74,39.9734
75,39.9734
76,39.9734
77,39.9734
78,39.9734
79,40.1061
80,40.1061
81,40.1061
82,40.1061
83,40.1137
84,40.1137
85,40.1137
86,40.1137
87,40.1137
88,40.1137
89,39.9598
90,39.9598
91,39.9598
92,39.9598
93,39.9598
94,39.9569
95,39.9569
96,39.9569
97,39.9569
98,39.9569
99,39.9569
100,39.96
101,39.96
102,39.96
103,39.96
104,39.96
105,40.0191
106,40.0191
107,40.0191
108,40.0191
109,40.0191
110,40.086
111,40.086
112,40.086
113,40.086
114,40.086
115,40.0085
116,40.0085
117,40.0085
118,40.0085
119,40.0085
120,40.0085
121,39.9153
122,39.9153
123,39.9153
124,39.9153
125,40.0048
126,40.0048
127,40.0048
128,40.0048
129,40.0048
130,40.0048
131,39.9732
132,39.9732
133,39.9732
134,39.9732
135,39.9732
136,39.9501
137,39.9501
138,39.9501
139,39.9501
140,39.9501
141,39.9501
142,39.9749
143,39.9749
144,39.9749
145,39.9749
146,39.9749
147,40.0249
148,40.0249
149,40.0249
150,40.0249
151,40.0249
152,39.9881
153,39.9881
154,39.9881
155,39.9881
156,39.9881
157,39.9776
158,39.9776
159,39.9776
160,39.9776
161,39.9776
162,39.9776
163,40.0708
164,40.0708
165,40.0708
166,40.0708
167,40.0584
168,40.0584
169,40.0584
170,40.0584
171,40.0584
172,40.0584
173,40.0117
174,40.0117
175,40.0117
176,40.0117
177,40.0117
178,39.9638
179,39.9638
180,39.9638
181,39.9638
182,39.9638
183,39.9638
184,40.0034
185,40.0034
186,40.0034
187,40.0034
188,40.0526
189,40.0526
190,40.0526
191,40.0526
192,40.0526
193,40.0526
194,40.0526
195,39.933
196,39.933
197,39.933
198,39.933
199,39.9257
200,39.9257
201,39.9257
202,39.9257
203,39.9257
204,39.9257
205,40.0086
206,40.0086
207,40.0086
208,40.0086
209,40.011
210,40.011
211,40.011
212,40.011
213,40.011
214,40.011
215,39.964
216,39.964
217,39.964
218,39.964
219,39.964
220,40.0697
221,40.0697
222,40.0697
223,40.0697
224,40.0697
225,40.0697
226,40.0762
227,40.0762
228,40.0762
229,40.0762
230,39.9058
231,39.9058
232,39.9058
233,39.9058
234,39.9058
235,39.9058
236,39.9467
237,39.9467
238,39.9467
239,39.9467
240,39.9467
241,40.0998
242,40.0998
243,40.0998
244,40.0998
245,40.0998
246,40.0998
247,40.0913
248,40.0913
249,40.0913
250,40.0913
251,40.1315
252,40.1315
253,40.1315
254,40.1315
255,40.1315
256,40.1315
257,39.9478
258,39.9478
259,39.9478
260,39.9478
261,39.9478
262,39.8799
263,39.8799
264,39.8799
265,39.8799
266,39.8799
267,39.8799
268,39.8884
269,39.8884
270,39.8884
271,39.8884
272,39.9735
273,39.9735
274,39.9735
275,39.9735
276,39.9735
277,39.9735
278,39.9735
279,40.0721
280,40.0721
281,40.0721
282,40.0721
283,39.9149
284,39.9149
285,39.9149
286,39.9149
287,39.9149
288,39.9149
289,40.0795
290,40.0795
291,40.0795
292,40.0795
293,40.0933
294,40.0933
295,40.0933
296,40.0933
297,40.0933
298,40.0933
299,39.9976
300,39.9976
301,39.9976
302,39.9976
303,39.9976
304,39.9697
305,39.9697
306,39.9697
307,39.9697
308,39.9697
309,39.9697
310,39.9562
311,39.9562
312,39.9562
313,39.9562
314,39.9275
315,39.9275
316,39.9275
317,39.9275
318,39.9275
319,39.9275
320,39.9691
321,39.9691
322,39.9691
323,39.9691
324,39.9691
325,40.0262
326,40.0262
327,40.0262
328,40.0262
329,40.0262
330,40.0262
331,40.0262
332,40.0372
333,40.0372
334,40.0372
335,40.0632
336,40.0632
337,40.0632
338,40.0632
339,40.0632
340,40.0632
341,40.0632
342,39.9379
343,39.9379
344,39.9379
345,39.9379
346,39.9507
347,39.9507
348,39.9507
349,39.9507
350,39.9507
351,39.9507
352,40.0029
353,40.0029
354,40.0029
355,40.0029
356,39.9758
357,39.9758
358,39.9758
359,39.9758
360,39.9758
361,39.9758
362,40.0849
363,40.0849
364,40.0849
365,40.0849
366,40.0849
367,40.1594
368,40.1594
369,40.1594
370,40.1594
371,40.1594
372,40.1594
373,40.0633
374,40.0633
375,40.0633
376,40.0633
377,39.9026
378,39.9026
379,39.9026
380,39.9026
381,39.9026
382,39.9026
383,39.8812
384,39.8812
385,39.8812
386,39.8812
387,39.8812
388,39.985
389,39.985
390,39.985
391,39.985
392,39.985
393,39.985
394,40.1263
395,40.1263
396,40.1263
397,40.1263
398,40.0938
399,40.0938
400,40.0938
401,40.0938
402,40.0938
403,40.0938
404,39.9082
405,39.9082
406,39.9082
407,39.9082
408,39.9082
409,39.8713
410,39.8713
411,39.8713
412,39.8713
413,39.8713
414,39.8713
415,39.9985
416,39.9985
417,39.9985
418,39.9985
419,39.9985
420,40.0724
421,40.0724
422,40.0724
423,40.0724
424,40.0724
425,39.9902
426,39.9902
427,39.9902
428,39.9902
429,39.9902
430,39.9682
431,39.9682
432,39.9682
433,39.9682
434,39.9682
435,39.9682
436,39.9372
437,39.9372
438,39.9372
439,39.9372
440,39.9372
441,39.9898
442,39.9898
443,39.9898
444,39.9898
445,39.9898
446,40.0595
447,40.0595
448,40.0595
449,40.0595
450,40.0595
451,40.0574
452,40.0574
453,40.0574
454,40.0574
455,40.0574
456,40.0574
457,40.0356
458,40.0356
459,40.0356
460,40.0356
461,39.9781
462,39.9781
463,39.9781
464,39.9781
465,39.9781
466,39.9781
467,39.9668
468,39.9668
469,39.9668
470,39.9668
471,39.9668
472,39.9872
473,39.9872
474,39.9872
475,39.9872
476,39.9872
477,39.9872
478,39.9548
479,39.9548
480,39.9548
481,39.9548
482,39.9548
483,39.8977
484,39.8977
485,39.8977
486,39.8977
487,39.8977
488,39.8977
489,39.9942
490,39.9942
491,39.9942
492,39.9942
493,40.0089
494,40.0089
495,40.0089
496,40.0089
497,40.0089
498,40.0089
499,40.0772
500,40.0772
501,40.0772
502,40.0772
503,40.0485
504,40.0485
505,40.0485
506,40.0485
507,40.0485
508,40.0485
509,39.9647
510,39.9647
511,39.9647
512,39.9647
513,39.9647
514,40.0214
515,40.0214
516,40.0214
517,40.0214
518,40.0214
519,40.0214
520,40.0588
521,40.0588
522,40.0588
523,40.0588
524,40.0114
525,40.0114
526,40.0114
527,40.0114
528,40.0114
529,40.0114
530,39.916
531,39.916
532,39.916
533,39.916
534,39.916
535,39.9882
536,39.9882
537,39.9882
538,39.9882
539,39.9882
540,39.9882
541,40.0993
542,40.0993
543,40.0993
544,40.0993
545,40.0043
546,40.0043
547,40.0043
548,40.0043
549,40.0043
550,40.0043
551,39.9823
552,39.9823
553,39.9823
554,39.9823
555,39.9823
556,40.0865
